cod,fam,sp,dbh,inclin,ori,h,bark_detailed,bark_simp,Y,X,Z,orch_presence,moss_presence
551,Rubiaceae,Palicourea.angustifolia,5.3,78.0,152.0,5.6,lisa,lisa,710849.267,9558908.733,2282.339,0,0
552,Rubiaceae,Palicourea.cf.jaramilloi,9.8,5.0,144.0,3.8,lisa,lisa,710849.134,9558910.085,2282.632,0,1
554,Liana,Liana,3.2,24.0,200.0,6.1,estriada,estriada,710849.430,9558913.571,2283.885,0,
555,Liana,Liana,1.4,53.0,64.0,3.6,lisa,lisa,710850.390,9558911.725,2283.594,0,1
556,Melastomataceae,Miconia.sp03,1.4,62.0,170.0,2.4,lisa,lisa,710849.422,9558907.484,2282.175,0,1
557,Lauraceae,Nectandra.sp2,6.9,86.0,0.0,5.3,lisa,lisa,710850.679,9558907.987,2281.945,0,1
558,Lauraceae,Licaria.subsessilis,2.8,73.0,148.0,2.1,pustulas,pustulas,710847.916,9558907.691,2282.902,0,1
559,Rubiaceae,Palicourea.angustifolia,3.2,1.0,146.0,3.5,lisa,lisa,710848.144,9558908.439,2283.083,0,0
561,Arboles.muertos,arbol.muerto,1.6,42.0,300.0,3.7,lisa,lisa,710848.902,9558907.556,2282.321,0,1
562,Solanaceae,Cestrum.schlechtendalii,2.8,62.0,152.0,2.3,lisa,lisa,710846.754,9558907.090,2283.339,0,1
563,Piperaceae,Piper.sp1,2.1,90.0,0.0,5.3,lisa,lisa,710846.650,9558905.639,2283.025,0,0
564,Arboles.muertos,arbol.muerto,3.6,53.0,110.0,2.2,pustulas,pustulas,710845.672,9558906.803,2284.022,0,1
565,Euphorbiaceae,Alchornea.grandiflora,2.6,76.0,80.0,2.7,lisa,lisa,710846.404,9558907.668,2283.719,0,1
566,Liana,Liana,2.3,23.0,20.0,5.7,pustulas,pustulas,710845.033,9558908.023,2283.964,0,1
567,Rubiaceae,Palicourea.angustifolia,1.0,7.0,96.0,1.7,lisa,lisa,710846.336,9558905.236,2283.036,0,1
568,Rubiaceae,Elaeagia.karstenii,2.5,18.0,151.0,1.7,pustulas,pustulas,710844.823,9558904.784,2283.163,0,1
569,Liana,Liana,2.1,48.0,134.0,3.4,lisa,lisa,710842.991,9558910.062,2285.268,0,1
570,Piperaceae,Piper.sp1,1.8,4.0,134.0,1.7,lisa,lisa,710842.464,9558912.487,2286.262,0,0
571,Piperaceae,Piper.sp1,1.6,14.0,116.0,1.8,lisa,lisa,710845.569,9558907.674,2286.160,0,0
572,Melastomataceae,Graffenrieda.sp1,8.0,64.0,164.0,5.7,estriada,estriada,710841.543,9558907.249,2284.572,0,1
573,Chlorantaceae,Hedyosmum.spectabile,3.3,72.0,189.0,5.1,estriada,estriada,710841.396,9558906.273,2284.570,0,1
574,Melastomataceae,Miconia.sp15,2.5,79.0,197.0,4.3,estriada,estriada,710841.761,9558906.128,2284.407,0,1
575,Piperaceae,Piper.sp1,1.2,42.0,34.0,5.5,lisa,lisa,710843.148,9558907.595,2284.586,0,0
576,Piperaceae,Piper.sp1,2.1,69.0,122.0,5.5,lisa,lisa,710843.164,9558907.880,2284.619,0,1
577,Indeterminadas,Indeterminada,1.7,73.0,112.0,1.5,lisa,lisa,710842.129,9558907.927,2284.710,0,1
578,Indeterminadas,Indeterminada,2.1,33.0,146.0,1.6,pustulas,pustulas,710842.077,9558906.623,2284.268,0,1
580,Euphorbiaceae,Hyeronima.asperifolia,4.5,87.0,0.0,5.1,estriada,estriada,710844.136,9558907.290,2284.229,0,1
581,Liana,Liana,2.0,85.0,120.0,2.8,pustulas,pustulas,710842.810,9558910.029,2285.313,0,1
582,Caprifoliaceae,Viburnum.pichinchense,1.8,90.0,0.0,2.0,lisa,lisa,710841.170,9558905.286,2284.530,0,1
583,Piperaceae,Piper.sp1,2.1,30.0,192.0,1.9,lisa,lisa,710841.481,9558904.785,2284.234,0,0
584,Cyatheaceae,Cyathea.peladensis,1.0,30.0,192.0,1.6,escamosa,estriada,710841.994,9558904.928,2284.119,0,1
585,Rubiaceae,Palicourea.angustifolia,8.9,82.0,0.0,4.8,pustulas,pustulas,710842.421,9558904.668,2283.837,0,1
586,Arecaceae,Geonoma.densa,1.6,86.0,0.0,1.4,lisa,lisa,710843.129,9558905.481,2283.798,0,1
587,Rubiaceae,Palicourea.angustifolia,2.4,45.0,164.0,2.3,lisa,lisa,710843.399,9558905.748,2283.803,0,1
588,Rubiaceae,Psychotria.tinctoria,2.4,22.0,170.0,2.7,estriada,estriada,710843.557,9558905.681,2283.771,0,1
589,Glossulariaceae,Escallonia.paniculata,3.0,12.0,202.0,4.3,estriada,estriada,710843.795,9558904.664,2283.472,0,1
590,Liana,Liana,1.5,52.0,154.0,1.8,estriada,estriada,710843.759,9558904.736,2283.586,0,1
591,Liana,Liana,1.0,33.0,270.0,3.1,lisa,lisa,710843.892,9558905.002,2283.507,0,1
592,Rubiaceae,Psychotria.tinctoria,1.6,47.0,212.0,3.0,estriada,estriada,710843.322,9558903.839,2283.598,0,1
593,Lecythidaceae,Eschweilera.sessilis,1.1,71.0,298.0,2.2,lisa,lisa,710843.071,9558903.415,2283.544,0,1
595,Lecythidaceae,Eschweilera.sessilis,1.9,85.0,0.0,1.7,estriada,estriada,710842.434,9558902.740,2283.769,0,1
596,Clusiaceae,Clusia.alata,1.0,82.0,163.0,1.8,lisa,lisa,710841.022,9558907.988,2284.446,0,1
597,Rubiaceae,Palicourea.angustifolia,1.2,90.0,0.0,1.7,lisa,lisa,710839.419,9558907.437,2285.861,0,1
598,Melastomataceae,Graffenrieda.sp1,1.8,75.0,114.0,4.9,escamosa,estriada,710838.002,9558907.463,2286.686,0,1
599,Cyatheaceae,Cyathea.peladensis,9.2,90.0,0.0,2.2,espinas,estriada,710837.863,9558907.475,2286.808,0,1
600,Monimiaceae,Mollinedia.sp,3.5,83.0,291.0,1.3,lisa,lisa,710839.096,9558906.274,2285.498,0,1
601,Cyatheaceae,Cyathea.peladensis,9.5,88.0,0.0,2.6,espinas,estriada,710837.997,9558906.483,2286.664,0,1
602,Euphorbiaceae,Hyeronima.asperifolia,2.7,90.0,0.0,2.0,lisa,lisa,710837.425,9558907.828,2287.001,0,1
603,Melastomataceae,Meriania.sp2,1.1,39.0,82.0,2.2,estriada,estriada,710837.317,9558907.812,2287.203,0,1
604,Piperaceae,Piper.sp1,2.0,86.0,124.0,2.3,estriada,estriada,710837.666,9558908.130,2287.156,0,0
606,Ericaceae,Cavendishia.bracteata,2.3,18.0,96.0,2.3,estriada,estriada,710837.018,9558908.046,2287.521,0,1
607,Ericaceae,Cavendishia.bracteata,1.5,21.0,112.0,1.9,estriada,estriada,710836.753,9558907.971,2288.056,0,1
608,Arboles.muertos,arbol.muerto,2.7,32.0,92.0,1.9,estriada,estriada,710836.546,9558907.781,2287.958,0,1
609,Arboles.muertos,arbol.muerto,3.6,59.0,114.0,2.3,estriada,estriada,710836.757,9558907.774,2287.893,0,1
610,Ericaceae,Cavendishia.bracteata,2.5,24.0,172.0,1.2,estriada,estriada,710836.644,9558907.985,2288.021,0,1
611,Arboles.muertos,arbol.muerto,2.7,53.0,180.0,1.2,estriada,estriada,710836.726,9558907.372,2287.794,0,1
612,Rubiaceae,Palicourea.angustifolia,1.9,24.0,166.0,2.0,lisa,lisa,710836.382,9558908.365,2288.480,0,1
613,Solanaceae,Solanum.asperolanatum,5.5,42.0,122.0,2.0,pustulas,pustulas,710837.093,9558908.525,2287.703,0,1
614,Actinidaceae,Saurauia.tomentosa,2.7,86.0,116.0,2.7,pubescente,estriada,710838.014,9558908.343,2287.061,0,1
615,Caprifoliaceae,Viburnum.pichinchense,5.5,55.0,132.0,3.0,estriada,estriada,710838.143,9558908.422,2286.826,0,1
616,Liana,Liana,1.2,51.0,138.0,1.7,estriada,estriada,710838.076,9558908.528,2287.137,0,1
617,Liana,Liana,2.1,55.0,120.0,2.9,estriada,estriada,710839.035,9558908.477,2286.456,0,1
618,Liana,Liana,1.3,75.0,2.0,4.0,lisa,lisa,710846.484,9558910.521,2284.576,0,1
619,Piperaceae,Piper.sp1,1.4,90.0,0.0,1.5,lisa,lisa,710838.109,9558904.811,2285.585,0,0
620,Rubiaceae,Elaeagia.karstenii,1.3,61.0,194.0,2.0,pustulas,pustulas,710838.018,9558903.360,2284.806,0,1
621,Euphorbiaceae,Hyeronima.moritziana,20.7,75.0,194.0,8.0,estriada,estriada,710838.465,9558904.254,2285.100,0,1
622,Melastomataceae,Miconia.sp12,5.7,53.0,182.0,3.2,estriada,estriada,710837.319,9558903.874,2285.715,0,1
623,Piperaceae,Piper.sp1,2.5,44.0,170.0,3.1,lisa,lisa,710837.805,9558903.873,2285.570,0,0
624,Monimiaceae,Mollinedia.sp,1.9,76.0,130.0,2.0,pustulas,pustulas,710836.987,9558902.920,2285.254,0,1
625,Melastomataceae,Miconia.sp10,1.6,54.0,272.0,1.6,lisa,lisa,710841.817,9558902.404,2283.891,0,1
626,Arboles.muertos,arbol.muerto,8.9,40.0,110.0,0.9,estriada,estriada,710840.786,9558904.200,2284.372,0,1
627,Liana,Liana,3.1,78.0,168.0,1.0,pustulas,pustulas,710843.446,9558900.962,2286.631,0,1
629,Lauraceae,Endlicheria.sp3,7.9,14.0,170.0,3.9,pustulas,pustulas,710843.039,9558902.446,2283.762,0,1
630,Lauraceae,Aniba.sp,2.5,90.0,0.0,2.2,estriada,estriada,710844.084,9558902.950,2283.196,0,1
631,Lauraceae,Aniba.sp,4.6,63.0,171.0,3.0,estriada,estriada,710843.990,9558903.196,2283.534,0,1
632,Melastomataceae,Miconia.sp1,3.1,88.0,182.0,2.9,estriada,estriada,710844.911,9558900.459,2281.931,0,1
633,Liana,Liana,4.3,65.0,154.0,5.4,estriada,estriada,710843.904,9558903.088,2283.173,0,1
636,Liana,Liana,1.6,51.0,200.0,1.9,estriada,estriada,710841.798,9558899.936,2283.205,0,1
638,Arboles.muertos,arbol.muerto,3.8,84.0,56.0,2.2,estriada,estriada,710841.597,9558900.085,2283.651,0,1
639,Liana,Liana,2.9,52.0,210.0,1.7,estriada,estriada,710841.680,9558900.416,2283.626,0,1
640,Lauraceae,Aniba.sp,12.8,71.0,104.0,7.3,estriada,estriada,710844.145,9558903.037,2283.374,0,1
641,Liana,Liana,3.4,70.0,132.0,4.2,estriada,estriada,710844.276,9558902.947,2283.341,0,1
642,Liana,Liana,2.3,68.0,120.0,4.1,estriada,estriada,710844.101,9558903.294,2283.188,0,1
643,Arboles.muertos,arbol.muerto,13.5,78.0,206.0,1.4,estriada,estriada,710843.366,9558901.896,2283.460,0,1
644,Aquifoliaceae,Ilex.sp1,1.6,82.0,236.0,2.7,pustulas,pustulas,710845.087,9558903.410,2283.162,0,1
645,Arboles.muertos,arbol.muerto,8.0,75.0,15.0,2.6,estriada,estriada,710842.984,9558902.549,2283.544,0,1
646,Euphorbiaceae,Hyeronima.moritziana,17.6,54.0,180.0,5.5,estriada,estriada,710842.980,9558902.288,2283.112,0,1
647,Araliaceae,Schefflera.cf.acuminata,15.8,20.0,142.0,11.0,estriada,estriada,710842.229,9558901.790,2283.593,0,1
648,Myrtaceae,Eugenia.sp,1.5,85.0,0.0,1.7,estriada,estriada,710845.892,9558901.158,2282.042,0,1
649,Myrtaceae,Eugenia.sp,5.0,90.0,0.0,8.0,estriada,estriada,710846.236,9558901.476,2282.274,0,1
650,Melastomataceae,Meriania.rigida,9.8,83.0,26.0,6.6,estriada,estriada,710846.900,9558902.236,2282.056,0,1
651,Euphorbiaceae,Hyeronima.moritziana,29.5,70.0,100.0,12.5,estriada,estriada,710846.391,9558900.562,2282.187,0,1
652,Arboles.muertos,arbol.muerto,2.7,78.0,200.0,4.3,estriada,estriada,710843.918,9558900.918,2282.117,0,1
653,Moraceae,Helicostylis.tovarensis,6.9,86.0,170.0,4.6,pustulas,pustulas,710843.247,9558900.601,2282.263,0,1
654,Podocarpaceae,Podocarpus.oleifollius,3.4,90.0,0.0,5.5,lisa,lisa,710843.339,9558899.515,2282.011,0,1
655,Rubiaceae,Psychotria.tinctoria,1.7,34.0,120.0,1.1,estriada,estriada,710845.754,9558901.521,2282.012,0,1
656,Myrsinaceae,Geissanthus.cf.ecuadorensis,1.8,55.0,132.0,1.1,pustulas,pustulas,710846.614,9558901.194,2281.803,0,1
657,Lecythidaceae,Eschweilera.sessilis,2.9,76.0,52.0,3.5,estriada,estriada,710846.792,9558901.008,2281.737,0,1
658,Lauraceae,Aniba.sp,2.5,85.0,276.0,2.7,pustulas,pustulas,710847.341,9558900.169,2281.523,0,1
659,Lauraceae,Aniba.sp,3.8,84.0,196.0,5.0,pustulas,pustulas,710847.322,9558900.190,2282.512,0,1
660,Clusiaceae,Tovomita.weddelliana,15.5,82.0,80.0,8.8,estriada,estriada,710848.054,9558899.545,2281.233,0,1
661,Lauraceae,Beilschmiedia.tovarensis,1.8,76.0,4.0,2.3,pustulas,pustulas,710848.569,9558899.970,2281.026,0,1
662,Lecythidaceae,Eschweilera.sessilis,5.1,90.0,0.0,5.0,estriada,estriada,710848.527,9558899.475,2281.141,0,1
663,Myrtaceae,Myrcianthes.sp,2.0,90.0,0.0,2.4,lisa,lisa,710848.023,9558899.551,2281.242,0,1
664,Rosaceae,Prunus.opaca,12.4,76.0,128.0,8.2,estriada,estriada,710850.150,9558900.276,2280.588,0,1
665,Rubiaceae,Elaeagia.karstenii,2.0,18.0,86.0,1.1,lisa,lisa,710849.777,9558900.546,2280.808,0,1
666,Cyatheaceae,Cyathea.peladensis,2.5,15.0,108.0,0.9,pustulas+espinas,pustulas,710847.238,9558903.036,2282.219,0,1
667,Rubiaceae,Elaeagia.karstenii,1.3,90.0,0.0,1.7,lisa,lisa,710846.104,9558906.385,2283.138,0,1
668,Rubiaceae,Elaeagia.karstenii,1.0,90.0,0.0,1.9,lisa,lisa,710844.859,9558904.060,2282.750,0,1
670,Polygalaceae,Monnina.sp,1.9,55.0,150.0,1.6,estriada,estriada,710845.066,9558898.486,2281.500,0,1
671,Arboles.muertos,arbol.muerto,1.6,25.0,109.0,2.3,lisa,lisa,710844.261,9558898.055,2281.531,0,1
672,Myrtaceae,Myrcianthes.sp,8.5,68.0,296.0,6.0,estriada,estriada,710842.220,9558898.946,2282.371,0,1
673,Melastomataceae,Miconia.sp1,5.1,32.0,118.0,2.0,estriada,estriada,710844.574,9558896.950,2281.189,0,1
674,Arboles.muertos,arbol.muerto,5.2,0.0,118.0,0.4,estriada,estriada,710845.172,9558896.505,2280.948,0,1
675,Rubiaceae,Palicourea.cf.andrei,7.5,86.0,168.0,5.3,lisa,lisa,710846.554,9558896.441,2281.052,0,1
676,Ericaceae,Cavendishia.bracteata,1.9,16.0,180.0,1.0,estriada,estriada,710851.310,9558897.401,2280.754,0,1
678,Arecaceae,Geonoma.densa,1.3,24.0,164.0,2.2,lisa,lisa,710858.422,9558900.392,2277.655,0,1
679,Annonaceae,Guatteria.sp2,2.5,90.0,0.0,4.5,lisa,lisa,710860.116,9558899.464,2277.066,0,1
680,Arboles.muertos,arbol.muerto,1.0,90.0,0.0,2.4,pustulas,pustulas,710860.372,9558899.003,2276.916,0,1
683,Rosaceae,Prunus.opaca,6.9,90.0,0.0,7.1,lisa,lisa,710860.557,9558898.903,2277.067,0,1
684,Rubiaceae,Faramea.anysocalix,1.4,90.0,0.0,2.1,estriada,estriada,710860.553,9558898.416,2276.867,0,1
686,Euphorbiaceae,Alchornea.grandiflora,1.3,90.0,0.0,2.0,estriada ,estriada ,710860.418,9558900.492,2277.271,0,1
687,Moraceae,Helicostylis.tovarensis,2.7,90.0,0.0,4.2,estriada,estriada,710863.779,9558900.863,2274.861,0,1
688,Lauraceae,Nectandra.laurel,7.3,56.0,106.0,4.4,estriada,estriada,710863.588,9558900.605,2274.788,0,1
689,Melastomataceae,Miconia.sp1,3.4,70.0,142.0,2.9,estriada,estriada,710862.598,9558902.124,2276.093,0,1
690,Myrtaceae,Myrcianthes.sp,2.0,70.0,122.0,1.9,estriada,estriada,710862.441,9558902.339,2276.523,0,1
691,Lecythidaceae,Eschweilera.sessilis,2.3,90.0,0.0,3.1,estriada,estriada,710862.576,9558902.596,2276.965,0,1
706,Arboles.muertos,arbol.muerto,6.9,83.0,270.0,2.5,estriada,estriada,710866.950,9558901.916,2273.163,0,1
708,Ericaceae,Alchornea.triplinervia,4.0,26.0,180.0,3.6,estriada,estriada,710868.933,9558903.254,2272.618,0,1
717,Rubiaceae,Elaeagia.karstenii,3.0,-28.0,122.0,0.2,lisa,lisa,710868.095,9558904.122,2272.902,0,1
724,Myrtaceae,Eugenia.sp,1.1,90.0,0.0,1.9,lisa,lisa,710872.446,9558906.204,2272.964,0,1
728,Moraceae,Helicostylis.tovarensis,4.0,90.0,0.0,3.4,lisa+pustulas,estriada,710872.457,9558902.516,2272.654,0,1
730,Chlorantaceae,Hedyosmum.spectabile,2.5,29.0,154.0,2.0,lisa,lisa,710873.286,9558901.844,2272.967,0,1
732,Rubiaceae,Palicourea.angustifolia,6.5,56.0,127.0,3.7,lisa,lisa,710868.198,9558901.289,2271.595,0,0
733,Lecythidaceae,Eschweilera.sessilis,5.9,29.0,150.0,5.9,estriada,estriada,710867.962,9558901.167,2271.938,0,1
734,MELASTOMATACEAE,Miconia.sp03,1.7,56.0,56.0,1.7,lisa,lisa,710866.018,9558900.230,2272.958,0,0
735,Arboles.muertos,arbol.muerto,4.1,42.0,98.0,3.9,lisa,lisa,710868.080,9558899.753,2271.352,0,1
736,Moraceae,Helicostylis.tovarensis,4.0,74.0,200.0,2.9,lisa+pustulas,estriada,710866.595,9558897.829,2271.647,0,0
737,Monimiaceae,Mollinedia.sp,6.0,39.0,80.0,2.8,lisa,lisa,710866.855,9558897.111,2271.527,0,1
738,Lauraceae,Nectandra.reticulata,3.3,52.0,82.0,3.6,lisa,lisa,710867.087,9558897.116,2271.280,0,1
739,Lauraceae,Nectandra.reticulata,3.7,79.0,172.0,1.9,lisa,lisa,710866.962,9558896.839,2271.417,0,0
740,Myrtaceae,Myrcianthes.sp,2.2,71.0,175.0,1.9,lisa,lisa,710867.032,9558896.923,2271.110,0,0
742,Cyatheaceae,Cyathea.peladensis,3.2,-13.0,107.0,0.5,estriada+cicatrices,estriada,710867.617,9558903.409,2272.817,0,1
748,Melastomataceae,Miconia.sp1,3.5,80.0,120.0,4.8,estriada,estriada,710868.708,9558905.637,2273.209,0,0
749,Melastomataceae,Graffenrieda.emarginata,11.2,68.0,102.0,5.8,estriada,estriada,710868.695,9558906.327,2273.939,0,0
750,Rubiaceae,Elaeagia.karstenii,1.2,75.0,116.0,1.3,lisa,lisa,710868.562,9558906.758,2274.171,0,0
751,Rubiaceae,Palicourea.angustifolia,4.1,50.0,136.0,4.3,lisa,lisa,710868.645,9558907.480,2274.549,0,0
752,MELASTOMATACEAE,Meriania.sp1,1.5,77.0,118.0,2.3,lisa,lisa,710869.218,9558907.268,2274.042,0,1
755,Lauraceae,Aniba.sp,11.5,90.0,0.0,6.7,estriada+pustulas,estriada,710870.977,9558905.845,2273.165,0,0
756,Liana,Liana,3.0,90.0,0.0,6.6,lisa,lisa,710871.176,9558905.730,2273.107,0,0
757,Moraceae,Helicostylis.tovarensis,3.9,90.0,0.0,3.7,lisa,lisa,710871.409,9558905.464,2272.596,0,0
758,MELASTOMATACEAE,Meriania.sp1,1.6,76.0,312.0,1.9,lisa,lisa,710871.378,9558905.365,2272.979,0,1
760,Arboles.muertos,arbol.muerto,7.7,65.0,132.0,2.1,lisa,lisa,710869.470,9558904.948,2272.618,0,0
761,Arboles.muertos,arbol.muerto,5.2,-15.0,144.0,0.3,estriada,estriada,710873.019,9558902.158,2272.833,0,1
762,Myrtaceae,Eugenia.sp,14.5,51.0,140.0,5.1,estriada,estriada,710869.913,9558902.540,2271.842,0,1
763,Cyatheaceae,Cyathea.peladensis,2.7,76.0,140.0,1.3,estriada+cicatrices,estriada,710871.352,9558901.352,2271.882,0,1
764,Arboles.muertos,arbol.muerto,4.5,-15.0,171.0,0.0,lisa+pustulas,estriada,710871.009,9558901.566,2271.580,0,1
766,Cyatheaceae,Cyathea.peladensis,2.5,56.0,354.0,1.6,estriada+cicatrices,estriada,710870.418,9558899.832,2270.975,0,1
767,Arboles.muertos,arbol.muerto,29.5,75.0,122.0,6.3,estriada,estriada,710870.753,9558899.933,2271.118,0,1
771,Cyatheaceae,Cyathea.peladensis,2.8,-13.0,216.0,0.4,estriada+cicatrices,estriada,710869.594,9558898.870,2270.148,0,1
772,Cyatheaceae,Cyathea.peladensis,2.4,90.0,v,1.1,estriada+cicatrices,estriada,710869.072,9558897.310,2269.816,0,1
773,Moraceae,Helicostylis.tovarensis,1.6,90.0,v,1.5,lisa,lisa,710871.859,9558896.344,2270.201,0,1
774,Ericaceae,Cavendishia.bracteata,1.8,72.0,290.0,2.3,lisa+escamas,estriada,710871.971,9558895.471,2270.077,0,1
775,Clusiaceae,Clusia.alata,1.9,80.0,130.0,9.4,estriada,estriada,710872.310,9558895.392,2269.995,0,1
778,Annonaceae,Guatteria.sp1,5.1,57.0,168.0,3.6,lisa,lisa,710870.031,9558895.182,2268.962,0,1
779,Sabiaceae,Meliosma.herbertii,1.1,45.0,270.0,1.3,lisa,lisa,710870.984,9558894.713,2269.118,0,1
780,Cyatheaceae,Cyathea.peladensis,3.2,1.0,162.0,0.5,estriada+cicatrices,estriada,710868.915,9558895.306,2269.161,0,1
781,Arboles.muertos,arbol.muerto,21.5,-4.0,114.0,0.4,estriada,estriada,710867.784,9558894.016,2269.635,0,1
782,Melastomataceae,Miconia.sp10,1.9,62.0,126.0,3.2,lisa,lisa,710868.643,9558894.201,2269.681,0,1
783,Arboles.muertos,arbol.muerto,4.4,0.0,v,1.4,lisa,lisa,710870.313,9558893.061,2268.634,0,1
784,MELASTOMATACEAE,Miconia.punctata,4.8,0.0,v,5.2,lisa,lisa,710869.364,9558892.330,2268.088,0,1
785,Rubiaceae,Elaeagia.karstenii,3.4,0.0,v,5.2,lisa,lisa,710869.665,9558891.623,2268.047,0,1
786,MELASTOMATACEAE,Miconia.punctata,1.1,66.0,118.0,2.1,lisa,lisa,710869.189,9558891.889,2268.081,0,1
787,Moraceae,Helicostylis.tovarensis,1.8,76.0,164.0,4.0,lisa,lisa,710869.282,9558890.968,2268.347,0,1
789,Rubiaceae,Faramea.coerulescens,1.3,81.0,214.0,1.9,lisa,lisa,710870.419,9558890.821,2267.935,0,1
790,Clethraceae,Clethra.revoluta,19.9,80.0,60.0,9.8,estriada+pustulas,estriada,710870.246,9558889.615,2268.482,0,1
795,Arboles.muertos,arbol.muerto,10.5,76.0,128.0,4.9,lisa,lisa,710871.954,9558892.092,2268.504,0,1
796,Arboles.muertos,arbol.muerto,11.5,90.0,v,1.5,estriada,estriada,710872.570,9558890.997,2268.386,0,1
797,Lauraceae,Beilschmiedia.tovarensis,1.9,50.0,210.0,3.1,lisa,lisa,710872.498,9558890.965,2268.230,0,1
799,Lauraceae,Aniba.sp,2.8,90.0,v,2.7,lisa+escamas,estriada,710872.034,9558888.597,2268.012,0,1
800,Lauraceae,Endlicheria.sp1,2.6,85.0,152.0,4.7,lisa+escamas,estriada,710872.228,9558888.624,2268.267,0,1
801,Arboles.muertos,arbol.muerto,22.0,82.0,122.0,7.6,estriada+pustulas,estriada,710872.066,9558888.511,2268.090,0,1
802,Lauraceae,Endlicheria.sp1,3.6,90.0,v,4.7,lisa+pustulas,estriada,710872.293,9558888.049,2267.827,0,1
803,EUPHORBIACEAE,Hyeronima.moritziana,2.3,90.0,v,2.9,lisa+pustulas,estriada,710872.650,9558888.317,2267.911,0,1
804,Theaceae,Gordonia.cf.fructicosa,10.5,84.0,130.0,7.4,estriada,estriada,710873.543,9558887.849,2268.034,0,1
805,EUPHORBIACEAE,Hyeronima.moritziana,21.6,90.0,v,11.8,estriada,estriada,710874.787,9558887.674,2268.001,0,1
807,Melastomataceae ,Miconia.sp9,9.9,58.0,130.0,6.3,lisa,lisa,710873.812,9558887.294,2268.029,0,1
809,Meliaceae ,Guarea.kunthiana,21.6,75.0,110.0,12.0,estriada+pustulas,estriada,710874.369,9558888.920,2268.415,0,1
811,Lauraceae,Licaria.subsessilis,5.5,87.0,288.0,5.2,lisa,lisa,710874.816,9558890.555,2268.288,0,1
812,Rubiaceae,Palicourea.angustifolia,3.3,79.0,244.0,2.7,lisa,lisa,710874.189,9558891.479,2268.741,0,1
813,Myrtaceae,Eugenia.sp,2.3,90.0,v,2.0,lisa,lisa,710874.175,9558891.464,2268.741,0,1
815,Melastomataceae,Meriania.sp2,2.8,65.0,20.0,3.2,estriada,estriada,710868.650,9558896.444,2269.658,0,1
816,Rubiaceae,Palicourea.angustifolia,2.2,-6.0,32.0,0.7,lisa,lisa,710868.038,9558894.832,2269.952,0,1
817,MELASTOMATACEAE,Miconia.sp15,1.6,-2.0,120.0,0.7,lisa,lisa,710867.112,9558894.916,2270.389,0,1
818,Melastomataceae,Graffenrieda.emarginata,12.7,65.0,90.0,7.9,estriada,estriada,710863.134,9558891.406,2272.595,0,1
819,Liana,Liana,3.1,69.0,156.0,5.6,lisa+pustulas,estriada,710862.430,9558891.768,2273.095,0,1
822,Arboles.muertos,arbol.muerto,8.0,30.0,62.0,0.4,estriada,estriada,710863.832,9558889.988,2271.913,0,1
823,Cyatheaceae,Cyathea.peladensis,2.9,-4.0,73.0,1.4,estriada+cicatrices,estriada,710864.248,9558890.272,2271.337,0,1
825,Melastomataceae,Meriania.sp2,6.8,63.0,132.0,6.6,estriada,estriada,710864.777,9558888.766,2271.822,0,1
831,Myrtaceae,Eugenia.sp,1.7,85.0,306.0,3.2,lisa,lisa,710867.720,9558889.190,2268.757,0,1
832,Lecythidaceae,Eschweilera.sessilis,2.1,90.0,v,3.5,estriada,estriada,710868.195,9558889.396,2269.090,0,1
833,Rubiaceae,Palicourea.angustifolia,1.8,17.0,100.0,2.5,lisa,lisa,710868.103,9558889.802,2268.560,0,1
837,Symplocaceae,Symplocos.fuscata,3.1,55.0,132.0,3.3,lisa+pustulas,estriada,710867.007,9558886.568,2268.832,0,1
840,Rosaceae,Prunus.opaca,1.4,90.0,v,3.0,lisa,lisa,710866.569,9558886.535,2269.214,0,1
841,Melastomataceae,Miconia.sp1,7.0,78.0,116.0,5.8,estriada,estriada,710869.292,9558886.539,2267.700,0,1
848,Myrtaceae,Eugenia.sp,1.0,34.0,196.0,0.9,lisa,lisa,710869.253,9558888.099,2267.602,0,1
849,Arboles.muertos,arbol.muerto,4.0,-24.0,112.0,0.0,lisa,lisa,710869.560,9558887.395,2267.964,0,1
850,Liana,Liana,2.6,-25.0,142.0,0.0,estriada,estriada,710870.226,9558888.580,2267.687,0,1
851,Monimiaceae,Siparuna.cascada,1.8,26.0,170.0,2.3,lisa,lisa,710865.669,9558888.266,2269.865,0,1
852,Chlorantaceae,Hedyosmum.spectabile,6.5,2.0,112.0,4.3,estriada,estriada,710864.820,9558886.611,2270.838,0,1
854,Moraceae,Helicostylis.tovarensis,2.2,81.0,124.0,3.8,lisa,lisa,710863.325,9558885.370,2271.325,0,1
855,Moraceae,Helicostylis.tovarensis,1.4,80.0,124.0,2.6,lisa,lisa,710863.203,9558885.641,2271.439,0,1
856,Lauraceae,Endlicheria.sp1,2.9,74.0,82.0,2.5,lisa+escamas,estriada,710863.068,9558886.013,2271.745,0,1
857,MELASTOMATACEAE,Graffenrieda.harlingii,1.9,75.0,100.0,1.9,lisa+escamas,estriada,710863.137,9558886.013,2271.741,0,1
858,Clusiaceae,Clusia.alata,1.7,83.0,180.0,1.5,lisa,lisa,710863.216,9558886.671,2271.626,0,1
859,Clusiaceae,Clusia.alata,1.9,64.0,180.0,2.7,lisa,lisa,710862.192,9558886.990,2272.358,0,1
